iter,elapsed_hours,progress_pct,entropy_coef,heuristic_bc_coef,best_days_mean,succ,day_ge5,day_ge6,days_mean,days_p50,days_p90,return_mean,stockout_mean,approx_kl,clip_frac,value_mse,heur_match
33700,10.2024,72.87,0.001567,0.061544,4.6933,0.000000,0.640000,0.193333,4.6933,5.0000,6.0000,-7.0139,26929.6761,0.232949,0.600342,0.012069,0.337891
33720,10.2089,72.92,0.001564,0.061457,4.4967,0.000000,0.526667,0.143333,4.4967,5.0000,6.0000,-7.4363,19137.4699,0.187255,0.576416,0.005717,0.351807
33740,10.2153,72.97,0.001560,0.061369,4.2933,0.000000,0.436667,0.093333,4.2933,4.0000,5.0000,-8.0195,15031.7765,0.152091,0.533203,0.017043,0.346436
33760,10.2217,73.01,0.001556,0.061282,4.7633,0.000000,0.663333,0.213333,4.7633,5.0000,6.0000,-6.7504,25030.7976,0.216794,0.581787,0.012747,0.348877
33780,10.2282,73.06,0.001553,0.061194,4.9100,0.000000,0.746667,0.283333,4.9100,5.0000,6.0000,-6.3605,27773.1173,0.159898,0.569824,0.002583,0.350342
33800,10.2346,73.10,0.001549,0.061107,4.2500,0.000000,0.370000,0.093333,4.2500,4.0000,5.0000,-8.1106,13654.4789,0.164004,0.586426,0.007792,0.338135
33820,10.2411,73.15,0.001545,0.061019,4.4667,0.000000,0.540000,0.146667,4.4667,5.0000,6.0000,-7.5659,19836.9462,0.169934,0.554688,0.006738,0.359131
33840,10.2475,73.20,0.001542,0.060932,4.8067,0.000000,0.703333,0.200000,4.8067,5.0000,6.0000,-6.5777,25173.9414,0.140488,0.572266,0.006297,0.355469
33860,10.2539,73.24,0.001538,0.060845,4.9067,0.000000,0.773333,0.276667,4.9067,5.0000,6.0000,-6.3095,27482.6846,0.224613,0.584229,0.020196,0.339111
33880,10.2603,73.29,0.001535,0.060758,4.8800,0.000000,0.706667,0.343333,4.8800,5.0000,6.0000,-6.3819,26089.3542,0.347673,0.608398,0.024225,0.352783
33900,10.2667,73.33,0.001531,0.060672,5.0900,0.000000,0.796667,0.400000,5.0900,5.0000,6.0000,-5.8290,31627.4994,0.212703,0.589844,0.011455,0.341064
33920,10.2731,73.38,0.001528,0.060585,4.9033,0.000000,0.730000,0.293333,4.9033,5.0000,6.0000,-6.3768,28340.0317,0.139519,0.546875,0.003691,0.362549
33940,10.2795,73.42,0.001524,0.060498,4.6967,0.000000,0.630000,0.216667,4.6967,5.0000,6.0000,-7.0535,28489.0440,0.137943,0.531738,0.012791,0.365723
33960,10.2859,73.47,0.001521,0.060411,4.9033,0.000000,0.703333,0.330000,4.9033,5.0000,6.0000,-6.4282,30747.0035,0.178939,0.570557,0.011560,0.341309
33980,10.2922,73.52,0.001517,0.060325,4.9400,0.000000,0.740000,0.326667,4.9400,5.0000,6.0000,-6.2659,29483.3477,0.170392,0.558594,0.007363,0.335938
34000,10.2986,73.56,0.001514,0.060239,4.9467,0.000000,0.750000,0.290000,4.9467,5.0000,6.0000,-6.2692,30890.9221,0.182084,0.559326,0.005624,0.350586
34020,10.3050,73.61,0.001510,0.060152,5.0000,0.000000,0.746667,0.386667,5.0000,5.0000,6.0000,-6.1336,30725.0699,0.208362,0.593750,0.012066,0.347900
34040,10.3114,73.65,0.001507,0.060065,4.8467,0.000000,0.713333,0.260000,4.8467,5.0000,6.0000,-6.5342,27848.6756,0.191423,0.589844,0.006325,0.341797
34060,10.3178,73.70,0.001503,0.059979,4.9233,0.000000,0.750000,0.306667,4.9233,5.0000,6.0000,-6.1969,25459.8292,0.144484,0.549316,0.015687,0.363525
34080,10.3242,73.74,0.001500,0.059892,4.9767,0.000000,0.773333,0.333333,4.9767,5.0000,6.0000,-6.3006,33965.2941,0.159279,0.512207,0.013707,0.361084
34100,10.3305,73.79,0.001496,0.059805,5.0800,0.000000,0.806667,0.350000,5.0800,5.0000,6.0000,-5.8363,29483.6521,0.178650,0.584473,0.018794,0.343018
34120,10.3369,73.84,0.001493,0.059719,5.0033,0.000000,0.753333,0.363333,5.0033,5.0000,6.0000,-6.0730,28859.1338,0.120537,0.546143,0.013235,0.343506
34140,10.3434,73.88,0.001489,0.059631,5.0300,0.000000,0.776667,0.360000,5.0300,5.0000,6.0000,-5.8744,26388.0644,0.238590,0.583984,0.014432,0.340088
34160,10.3499,73.93,0.001486,0.059543,4.9833,0.000000,0.740000,0.370000,4.9833,5.0000,6.0000,-6.1262,29939.9800,0.159727,0.542725,0.003798,0.369385
34180,10.3563,73.97,0.001482,0.059456,4.8767,0.000000,0.726667,0.286667,4.8767,5.0000,6.0000,-6.4967,29829.1825,0.202013,0.583740,0.009061,0.377441
34200,10.3626,74.02,0.001479,0.059370,4.8833,0.000000,0.696667,0.310000,4.8833,5.0000,6.0000,-6.3867,26247.2876,0.190103,0.554199,0.008258,0.361328
34220,10.3689,74.06,0.001476,0.059284,4.9267,0.000000,0.726667,0.313333,4.9267,5.0000,6.0000,-6.2719,28692.8091,0.123967,0.542236,0.010387,0.370605
34240,10.3754,74.11,0.001472,0.059196,4.8233,0.000000,0.703333,0.260000,4.8233,5.0000,6.0000,-6.6177,27763.4750,0.146614,0.554443,0.007493,0.337891
34260,10.3818,74.16,0.001469,0.059110,4.9667,0.000000,0.746667,0.333333,4.9667,5.0000,6.0000,-6.2936,31871.7451,0.164291,0.524658,0.008680,0.333984
34280,10.3881,74.20,0.001465,0.059024,5.0367,0.000000,0.786667,0.326667,5.0367,5.0000,6.0000,-6.0033,30487.0322,0.155076,0.554688,0.005592,0.342041
34300,10.3944,74.25,0.001462,0.058938,4.8433,0.000000,0.726667,0.273333,4.8433,5.0000,6.0000,-6.7387,33229.2349,0.195392,0.561035,0.020052,0.335938
34320,10.4008,74.29,0.001459,0.058852,4.9667,0.000000,0.766667,0.320000,4.9667,5.0000,6.0000,-6.3351,33366.3323,0.152286,0.551270,0.010461,0.343994
34340,10.4072,74.34,0.001455,0.058765,4.8267,0.000000,0.713333,0.280000,4.8267,5.0000,6.0000,-6.6716,30212.7170,0.130013,0.527344,0.014437,0.358154
34360,10.4136,74.38,0.001452,0.058678,4.7733,0.000000,0.700000,0.280000,4.7733,5.0000,6.0000,-6.8598,28750.5993,0.159403,0.554199,0.007877,0.333740
34380,10.4200,74.43,0.001448,0.058591,4.9133,0.000000,0.730000,0.316667,4.9133,5.0000,6.0000,-6.3256,26798.5012,0.201046,0.569092,0.010567,0.347656
34400,10.4264,74.47,0.001445,0.058505,5.1167,0.000000,0.786667,0.396667,5.1167,5.0000,6.0000,-5.6316,28032.5352,0.166990,0.571289,0.008814,0.336914
34420,10.4328,74.52,0.001442,0.058418,5.0900,0.000000,0.800000,0.363333,5.0900,5.0000,6.0000,-5.7849,29340.6467,0.171806,0.589111,0.005549,0.366211
34440,10.4391,74.57,0.001438,0.058331,4.8600,0.000000,0.693333,0.316667,4.8600,5.0000,6.0000,-6.5246,28971.0781,0.153180,0.561768,0.011120,0.340820
34460,10.4455,74.61,0.001435,0.058245,4.2500,0.000000,0.460000,0.093333,4.2500,4.0000,5.0000,-8.1664,15359.5240,0.219505,0.580078,0.013364,0.343262
34480,10.4519,74.66,0.001432,0.058158,4.7733,0.000000,0.676667,0.193333,4.7733,5.0000,6.0000,-6.6040,23174.6848,0.188217,0.574219,0.008443,0.331055
34500,10.4583,74.70,0.001428,0.058071,4.4233,0.000000,0.543333,0.113333,4.4233,5.0000,6.0000,-7.7595,20579.2118,0.141173,0.548584,0.005650,0.348389
34520,10.4648,74.75,0.001425,0.057983,4.5133,0.000000,0.553333,0.146667,4.5133,5.0000,6.0000,-7.4696,21129.1771,0.171571,0.567139,0.008689,0.328125
34540,10.4712,74.79,0.001421,0.057896,4.2800,0.000000,0.416667,0.080000,4.2800,4.0000,5.0000,-8.0628,15021.6566,0.146955,0.551758,0.008467,0.347168
34560,10.4777,74.84,0.001418,0.057808,4.5900,0.000000,0.606667,0.146667,4.5900,5.0000,6.0000,-7.1890,21319.0228,0.188839,0.587646,0.010564,0.327881
34580,10.4842,74.89,0.001415,0.057720,4.7167,0.000000,0.663333,0.193333,4.7167,5.0000,6.0000,-6.9653,26757.3812,0.208353,0.549316,0.008486,0.351563
34600,10.4906,74.93,0.001411,0.057633,4.5133,0.000000,0.546667,0.156667,4.5133,5.0000,6.0000,-7.3991,19611.6386,0.140156,0.548340,0.006126,0.339111
34620,10.4971,74.98,0.001408,0.057545,4.3567,0.000000,0.456667,0.106667,4.3567,4.0000,6.0000,-7.9371,20189.5259,0.131768,0.545410,0.010815,0.333984
34640,10.5035,75.03,0.001405,0.057458,4.1800,0.000000,0.350000,0.053333,4.1800,4.0000,5.0000,-8.3427,14060.1799,0.154869,0.567627,0.011764,0.348877
34660,10.5099,75.07,0.001401,0.057370,4.2733,0.000000,0.403333,0.073333,4.2733,4.0000,5.0000,-8.1890,18992.4688,0.143621,0.542480,0.013451,0.327881
34680,10.5164,75.12,0.001398,0.057283,4.6400,0.000000,0.626667,0.183333,4.6400,5.0000,6.0000,-7.1813,25446.0470,0.094169,0.528320,0.011088,0.349609
34700,10.5228,75.16,0.001395,0.057196,4.8100,0.000000,0.706667,0.276667,4.8100,5.0000,6.0000,-6.6165,25940.2855,0.143688,0.557129,0.007340,0.349609
34720,10.5292,75.21,0.001391,0.057109,4.8733,0.000000,0.716667,0.313333,4.8733,5.0000,6.0000,-6.5346,28802.3196,0.173836,0.566162,0.008227,0.352051
34740,10.5356,75.25,0.001388,0.057022,4.8667,0.000000,0.710000,0.326667,4.8667,5.0000,6.0000,-6.4189,26355.2468,0.177408,0.580566,0.013914,0.348389
34760,10.5420,75.30,0.001385,0.056936,4.8667,0.000000,0.716667,0.316667,4.8667,5.0000,6.0000,-6.5340,29597.1802,0.200461,0.563477,0.017256,0.336914
34780,10.5483,75.35,0.001382,0.056850,4.8100,0.000000,0.693333,0.293333,4.8100,5.0000,6.0000,-6.6836,28814.2871,0.202661,0.569580,0.019751,0.353760
34800,10.5547,75.39,0.001378,0.056763,4.9900,0.000000,0.766667,0.303333,4.9900,5.0000,6.0000,-6.2579,33436.6167,0.199246,0.583740,0.012169,0.342285
34820,10.5611,75.44,0.001375,0.056677,4.9200,0.000000,0.746667,0.296667,4.9200,5.0000,6.0000,-6.3189,28458.6759,0.188951,0.578613,0.014406,0.337158
34840,10.5674,75.48,0.001372,0.056591,4.9233,0.000000,0.740000,0.300000,4.9233,5.0000,6.0000,-6.4012,30978.2020,0.197837,0.599365,0.011985,0.363525
34860,10.5738,75.53,0.001369,0.056504,4.9367,0.000000,0.736667,0.300000,4.9367,5.0000,6.0000,-6.3301,30015.5766,0.224025,0.591797,0.012219,0.361572
34880,10.5802,75.57,0.001365,0.056417,5.0767,0.000000,0.800000,0.356667,5.0767,5.0000,6.0000,-5.8956,30873.5996,0.226218,0.556396,0.009782,0.362549
34900,10.5865,75.62,0.001362,0.056332,4.1867,0.000000,0.443333,0.100000,4.1867,4.0000,5.1000,-8.4174,16286.3074,0.155998,0.572510,0.015331,0.337158
34920,10.5929,75.66,0.001359,0.056245,4.6100,0.000000,0.623333,0.240000,4.6100,5.0000,6.0000,-7.3584,27435.9638,0.182484,0.573486,0.016992,0.363037
34940,10.5993,75.71,0.001356,0.056158,4.4600,0.000000,0.523333,0.180000,4.4600,5.0000,6.0000,-7.5932,20212.0213,0.247144,0.609131,0.015989,0.336182
34960,10.6058,75.76,0.001353,0.056070,5.0967,0.000000,0.776667,0.400000,5.0967,5.0000,6.0000,-5.8009,30302.4363,0.134971,0.578613,0.009259,0.350830
34980,10.6122,75.80,0.001349,0.055983,4.7767,0.000000,0.680000,0.270000,4.7767,5.0000,6.0000,-6.6788,23800.1410,0.303375,0.609131,0.022553,0.335938
35000,10.6186,75.85,0.001346,0.055896,4.5600,0.000000,0.603333,0.160000,4.5600,5.0000,6.0000,-7.3510,22720.3444,0.145633,0.565674,0.015572,0.348877
35020,10.6251,75.89,0.001343,0.055808,4.7533,0.000000,0.653333,0.206667,4.7533,5.0000,6.0000,-6.8084,26673.4343,0.194375,0.571289,0.019447,0.328369
35040,10.6316,75.94,0.001340,0.055720,4.6067,0.000000,0.600000,0.166667,4.6067,5.0000,6.0000,-7.1828,23009.5769,0.140371,0.523926,0.013267,0.333496
35060,10.6380,75.99,0.001336,0.055633,3.9167,0.000000,0.273333,0.023333,3.9167,4.0000,5.0000,-9.1315,9944.5580,0.193530,0.544922,0.010165,0.331055
35080,10.6444,76.03,0.001333,0.055545,4.6600,0.000000,0.620000,0.160000,4.6600,5.0000,6.0000,-7.0156,23505.3277,0.192798,0.576904,0.014355,0.336670
35100,10.6509,76.08,0.001330,0.055458,3.7900,0.000000,0.150000,0.016667,3.7900,4.0000,5.0000,-9.5030,8472.9331,0.162815,0.560547,0.014127,0.343262
35120,10.6573,76.12,0.001327,0.055371,4.4267,0.000000,0.503333,0.116667,4.4267,5.0000,6.0000,-7.7202,20378.7395,0.172617,0.559326,0.013499,0.331299
35140,10.6637,76.17,0.001324,0.055284,4.9033,0.000000,0.720000,0.296667,4.9033,5.0000,6.0000,-6.3139,28287.9820,0.162478,0.532227,0.015720,0.337891
35160,10.6701,76.21,0.001321,0.055197,4.8600,0.000000,0.720000,0.286667,4.8600,5.0000,6.0000,-6.5237,29257.2867,0.189473,0.580811,0.011732,0.352783
35180,10.6765,76.26,0.001317,0.055111,4.8400,0.000000,0.720000,0.280000,4.8400,5.0000,6.0000,-6.5924,27335.4182,0.219078,0.557617,0.016067,0.342773
35200,10.6829,76.31,0.001314,0.055023,4.8800,0.000000,0.700000,0.330000,4.8800,5.0000,6.0000,-6.4002,27266.6236,0.185533,0.576172,0.009556,0.352783
35220,10.6893,76.35,0.001311,0.054937,4.5767,0.000000,0.573333,0.163333,4.5767,5.0000,6.0000,-7.3245,23659.9456,0.145837,0.558838,0.011715,0.340332
35240,10.6957,76.40,0.001308,0.054849,4.7533,0.000000,0.666667,0.240000,4.7533,5.0000,6.0000,-6.8817,27356.2016,0.134601,0.548828,0.013990,0.339111
35260,10.7021,76.44,0.001305,0.054762,4.7967,0.000000,0.700000,0.206667,4.7967,5.0000,6.0000,-6.7691,28913.2580,0.166825,0.566895,0.012374,0.343262
35280,10.7085,76.49,0.001302,0.054676,4.4400,0.000000,0.523333,0.166667,4.4400,5.0000,6.0000,-7.7042,21071.3827,0.122241,0.538818,0.008867,0.353516
35300,10.7148,76.53,0.001299,0.054590,4.7767,0.000000,0.683333,0.220000,4.7767,5.0000,6.0000,-6.6683,24442.2122,0.228391,0.571533,0.018987,0.360596
35320,10.7213,76.58,0.001295,0.054502,4.0933,0.000000,0.333333,0.066667,4.0933,4.0000,5.0000,-8.5854,12491.2215,0.242479,0.578369,0.010129,0.341309
35340,10.7277,76.63,0.001292,0.054415,4.7200,0.000000,0.643333,0.183333,4.7200,5.0000,6.0000,-6.8342,24210.4006,0.139133,0.521240,0.011557,0.344971
35360,10.7342,76.67,0.001289,0.054327,4.6467,0.000000,0.636667,0.170000,4.6467,5.0000,6.0000,-7.1017,23630.0018,0.226481,0.587158,0.012080,0.337891
35380,10.7406,76.72,0.001286,0.054240,4.7467,0.000000,0.660000,0.223333,4.7467,5.0000,6.0000,-6.8476,26385.2476,0.171218,0.556641,0.011437,0.355957
35400,10.7471,76.76,0.001283,0.054152,4.7267,0.000000,0.596667,0.223333,4.7267,5.0000,6.0000,-6.6753,20958.0323,0.139028,0.576172,0.016237,0.331299
35420,10.7535,76.81,0.001280,0.054065,4.5533,0.000000,0.573333,0.166667,4.5533,5.0000,6.0000,-7.1981,18259.9095,0.157180,0.578857,0.016948,0.329102
35440,10.7598,76.86,0.001277,0.053979,4.8300,0.000000,0.703333,0.260000,4.8300,5.0000,6.0000,-6.5398,26452.2056,0.152668,0.543457,0.006765,0.335693
35460,10.7662,76.90,0.001274,0.053892,4.3433,0.000000,0.480000,0.133333,4.3433,4.0000,6.0000,-7.8936,17588.1409,0.162107,0.556641,0.011279,0.330811
35480,10.7727,76.95,0.001271,0.053805,4.6900,0.000000,0.640000,0.193333,4.6900,5.0000,6.0000,-6.8613,20304.1647,0.207912,0.587158,0.007421,0.356201
35500,10.7791,76.99,0.001268,0.053717,4.8400,0.000000,0.700000,0.256667,4.8400,5.0000,6.0000,-6.4898,25301.1403,0.209917,0.581055,0.006243,0.347412
35520,10.7856,77.04,0.001265,0.053629,4.2000,0.000000,0.370000,0.073333,4.2000,4.0000,5.0000,-8.2478,12908.5717,0.161325,0.582764,0.015282,0.342041
35540,10.7921,77.09,0.001261,0.053541,4.6533,0.000000,0.600000,0.190000,4.6533,5.0000,6.0000,-6.9336,20168.5759,0.184622,0.571533,0.009542,0.347412
35560,10.7986,77.13,0.001258,0.053453,4.9967,0.000000,0.776667,0.270000,4.9967,5.0000,6.0000,-6.0324,27662.0480,0.181957,0.528320,0.006975,0.341797
35580,10.8050,77.18,0.001255,0.053366,4.6433,0.000000,0.603333,0.203333,4.6433,5.0000,6.0000,-7.1082,23954.4700,0.206181,0.607666,0.016162,0.325684
35600,10.8114,77.22,0.001252,0.053279,4.6000,0.000000,0.603333,0.190000,4.6000,5.0000,6.0000,-7.2493,23248.6831,0.180515,0.561523,0.008674,0.353271
35620,10.8179,77.27,0.001249,0.053191,4.4367,0.000000,0.503333,0.163333,4.4367,5.0000,6.0000,-7.5583,16630.2567,0.152151,0.557861,0.006242,0.342041
35640,10.8244,77.32,0.001246,0.053103,4.6067,0.000000,0.610000,0.176667,4.6067,5.0000,6.0000,-7.2362,24998.9226,0.144401,0.541504,0.009678,0.341553
35660,10.8308,77.36,0.001243,0.053016,4.8933,0.000000,0.743333,0.273333,4.8933,5.0000,6.0000,-6.3443,26732.1390,0.166341,0.529541,0.008458,0.363525
35680,10.8371,77.41,0.001240,0.052930,4.3967,0.000000,0.506667,0.123333,4.3967,5.0000,6.0000,-7.8065,19586.3102,0.195008,0.549072,0.014164,0.374023
35700,10.8435,77.45,0.001237,0.052844,4.8400,0.000000,0.713333,0.253333,4.8400,5.0000,6.0000,-6.5672,27831.9389,0.156998,0.569824,0.007925,0.356445
35720,10.8499,77.50,0.001234,0.052757,4.8767,0.000000,0.756667,0.256667,4.8767,5.0000,6.0000,-6.4663,28047.2677,0.113219,0.544922,0.006254,0.333984
35740,10.8563,77.55,0.001231,0.052669,4.8733,0.000000,0.730000,0.293333,4.8733,5.0000,6.0000,-6.5572,30507.1574,0.311062,0.601074,0.011471,0.312744
35760,10.8628,77.59,0.001228,0.052582,4.7867,0.000000,0.680000,0.193333,4.7867,5.0000,6.0000,-6.6096,25000.5358,0.168240,0.567871,0.012595,0.337402
35780,10.8691,77.64,0.001225,0.052495,4.9200,0.000000,0.746667,0.336667,4.9200,5.0000,6.0000,-6.4199,30909.3079,0.203512,0.599121,0.004566,0.343506
35800,10.8755,77.68,0.001222,0.052409,4.5933,0.000000,0.563333,0.196667,4.5933,5.0000,6.0000,-7.2261,22004.7084,0.166131,0.565186,0.016390,0.350830
35820,10.8820,77.73,0.001219,0.052321,4.2233,0.000000,0.420000,0.113333,4.2233,4.0000,6.0000,-8.2855,15966.0844,0.158405,0.535889,0.012043,0.339355
35840,10.8884,77.77,0.001216,0.052234,4.8067,0.000000,0.713333,0.256667,4.8067,5.0000,6.0000,-6.7912,30011.7269,0.163872,0.568115,0.003686,0.327393
35860,10.8948,77.82,0.001213,0.052147,4.7167,0.000000,0.673333,0.176667,4.7167,5.0000,6.0000,-6.8437,23690.2815,0.218037,0.583008,0.009641,0.328369
35880,10.9013,77.87,0.001211,0.052060,4.8867,0.000000,0.740000,0.300000,4.8867,5.0000,6.0000,-6.3443,25959.4144,0.188833,0.565918,0.009367,0.343994
35900,10.9077,77.91,0.001208,0.051972,4.6567,0.000000,0.600000,0.153333,4.6567,5.0000,6.0000,-7.0673,24002.3680,0.157519,0.557373,0.006362,0.331543
35920,10.9142,77.96,0.001205,0.051884,4.8300,0.000000,0.696667,0.230000,4.8300,5.0000,6.0000,-6.7637,32142.2736,0.197092,0.557617,0.006382,0.344482
35940,10.9207,78.00,0.001202,0.051796,4.7600,0.000000,0.660000,0.226667,4.7600,5.0000,6.0000,-6.7224,24551.8911,0.226625,0.597656,0.023637,0.336670
35960,10.9271,78.05,0.001199,0.051708,4.7000,0.000000,0.673333,0.243333,4.7000,5.0000,6.0000,-7.0104,25832.8202,0.412082,0.585938,0.008196,0.350830
35980,10.9336,78.10,0.001196,0.051621,4.7000,0.000000,0.633333,0.226667,4.7000,5.0000,6.0000,-7.0436,26825.6561,0.125648,0.553223,0.011435,0.339111
36000,10.9401,78.14,0.001193,0.051533,4.7067,0.000000,0.646667,0.196667,4.7067,5.0000,6.0000,-7.0409,28365.9607,0.204077,0.565918,0.013464,0.321045
36020,10.9465,78.19,0.001190,0.051446,4.8200,0.000000,0.730000,0.246667,4.8200,5.0000,6.0000,-6.5204,23233.6465,0.216524,0.593262,0.008960,0.349365
36040,10.9529,78.23,0.001187,0.051359,4.7600,0.000000,0.663333,0.266667,4.7600,5.0000,6.0000,-6.9213,29568.5956,0.225063,0.565918,0.028195,0.336182
36060,10.9593,78.28,0.001184,0.051272,4.9000,0.000000,0.736667,0.286667,4.9000,5.0000,6.0000,-6.3150,26162.4662,0.291797,0.565430,0.017022,0.326904
36080,10.9657,78.33,0.001181,0.051185,4.6933,0.000000,0.636667,0.193333,4.6933,5.0000,6.0000,-6.8399,20808.0386,0.274033,0.586426,0.015501,0.342529
36100,10.9721,78.37,0.001178,0.051098,4.8633,0.000000,0.726667,0.273333,4.8633,5.0000,6.0000,-6.5065,27469.8110,0.165545,0.593750,0.012257,0.325439
36120,10.9785,78.42,0.001176,0.051012,4.8533,0.000000,0.736667,0.256667,4.8533,5.0000,6.0000,-6.4514,25140.6217,0.192593,0.585693,0.008019,0.350342
36140,10.9849,78.46,0.001173,0.050924,4.6200,0.000000,0.606667,0.156667,4.6200,5.0000,6.0000,-7.1934,23782.2905,0.159664,0.548828,0.014747,0.346924
36160,10.9913,78.51,0.001170,0.050837,4.7667,0.000000,0.663333,0.220000,4.7667,5.0000,6.0000,-6.7998,26917.1678,0.165030,0.560059,0.005825,0.333984
36180,10.9978,78.56,0.001167,0.050749,4.8333,0.000000,0.720000,0.270000,4.8333,5.0000,6.0000,-6.6452,29148.4262,0.188421,0.575684,0.023136,0.334229
36200,11.0043,78.60,0.001164,0.050662,4.7267,0.000000,0.650000,0.236667,4.7267,5.0000,6.0000,-6.9634,29250.8003,0.250963,0.578857,0.012624,0.341064
36220,11.0107,78.65,0.001161,0.050575,4.7867,0.000000,0.713333,0.220000,4.7867,5.0000,6.0000,-6.6509,24583.5567,0.146157,0.567139,0.005215,0.328369
36240,11.0171,78.69,0.001158,0.050487,4.8300,0.000000,0.703333,0.276667,4.8300,5.0000,6.0000,-6.5071,23660.0421,0.224312,0.568359,0.007610,0.360107
36260,11.0236,78.74,0.001156,0.050400,4.3400,0.000000,0.443333,0.110000,4.3400,4.0000,6.0000,-7.9239,17758.1755,0.204793,0.560059,0.011638,0.314453
36280,11.0300,78.79,0.001153,0.050312,4.3567,0.000000,0.450000,0.116667,4.3567,4.0000,6.0000,-7.9896,20562.4816,0.177728,0.523193,0.009740,0.352783
36300,11.0365,78.83,0.001150,0.050224,4.8300,0.000000,0.703333,0.250000,4.8300,5.0000,6.0000,-6.5108,23836.1363,0.169860,0.564941,0.005427,0.351318
36320,11.0430,78.88,0.001147,0.050137,4.6100,0.000000,0.573333,0.183333,4.6100,5.0000,6.0000,-7.0353,17057.4461,0.215114,0.606689,0.016918,0.357178
36340,11.0494,78.92,0.001144,0.050049,4.4567,0.000000,0.540000,0.080000,4.4567,5.0000,5.0000,-7.5187,15572.0804,0.163474,0.543213,0.014407,0.335693
36360,11.0558,78.97,0.001141,0.049962,4.4333,0.000000,0.496667,0.110000,4.4333,4.0000,6.0000,-7.6923,19143.3793,0.156575,0.536377,0.008415,0.345459
36380,11.0623,79.02,0.001139,0.049875,4.8767,0.000000,0.746667,0.236667,4.8767,5.0000,6.0000,-6.4488,27426.0482,0.176831,0.583984,0.007830,0.323486
36400,11.0687,79.06,0.001136,0.049787,4.7233,0.000000,0.703333,0.173333,4.7233,5.0000,6.0000,-6.8611,23881.1985,0.229167,0.580078,0.008454,0.336670
36420,11.0751,79.11,0.001133,0.049700,4.7533,0.000000,0.680000,0.230000,4.7533,5.0000,6.0000,-6.7474,23806.4659,0.292179,0.583252,0.006709,0.333008
36440,11.0816,79.15,0.001130,0.049612,4.7667,0.000000,0.666667,0.200000,4.7667,5.0000,6.0000,-6.8077,27490.7134,0.186473,0.595947,0.006035,0.342285
36460,11.0881,79.20,0.001127,0.049524,4.6367,0.000000,0.606667,0.156667,4.6367,5.0000,6.0000,-7.0379,22362.7966,0.166697,0.583496,0.005508,0.330078
36480,11.0945,79.25,0.001125,0.049437,4.0300,0.000000,0.256667,0.050000,4.0300,4.0000,5.0000,-8.7743,11064.5884,0.161766,0.569580,0.007423,0.317139
36500,11.1010,79.29,0.001122,0.049349,4.4967,0.000000,0.523333,0.106667,4.4967,5.0000,6.0000,-7.4301,18987.0783,0.167576,0.538818,0.013438,0.344238
36520,11.1074,79.34,0.001119,0.049262,4.3000,0.000000,0.396667,0.106667,4.3000,4.0000,6.0000,-8.0485,16723.2255,0.178732,0.552979,0.010773,0.345459
36540,11.1139,79.38,0.001116,0.049174,4.5400,0.000000,0.570000,0.146667,4.5400,5.0000,6.0000,-7.3207,19872.5145,0.211019,0.577637,0.007425,0.337891
36560,11.1203,79.43,0.001114,0.049088,4.6100,0.000000,0.616667,0.146667,4.6100,5.0000,6.0000,-7.3591,27212.5373,0.172087,0.566162,0.013639,0.335938
36580,11.1266,79.48,0.001111,0.049001,4.0133,0.000000,0.260000,0.056667,4.0133,4.0000,5.0000,-8.9457,15105.7803,0.258848,0.562256,0.025333,0.331787
36600,11.1331,79.52,0.001108,0.048914,4.4000,0.000000,0.443333,0.103333,4.4000,4.0000,6.0000,-7.7577,17566.1866,0.193315,0.577881,0.008634,0.315186
36620,11.1395,79.57,0.001106,0.048826,4.7767,0.000000,0.680000,0.240000,4.7767,5.0000,6.0000,-6.7284,26023.2071,0.193696,0.573975,0.012976,0.320313
36640,11.1458,79.61,0.001103,0.048740,4.5400,0.000000,0.576667,0.173333,4.5400,5.0000,6.0000,-7.3679,20972.4043,0.151271,0.506836,0.007973,0.354004
36660,11.1521,79.66,0.001100,0.048655,4.7067,0.000000,0.626667,0.196667,4.7067,5.0000,6.0000,-6.9833,25903.8762,0.142003,0.569092,0.017848,0.338623
36680,11.1586,79.70,0.001097,0.048567,4.0667,0.000000,0.223333,0.040000,4.0667,4.0000,5.0000,-8.5935,9374.6274,0.180991,0.585205,0.015296,0.331299
36700,11.1651,79.75,0.001095,0.048480,4.3233,0.000000,0.430000,0.083333,4.3233,4.0000,5.0000,-7.9712,17701.4320,0.126802,0.533447,0.008667,0.329834
36720,11.1715,79.80,0.001092,0.048392,4.4967,0.000000,0.526667,0.120000,4.4967,5.0000,6.0000,-7.5444,21856.4758,0.145665,0.516357,0.011872,0.342285
36740,11.1780,79.84,0.001089,0.048305,4.6900,0.000000,0.623333,0.200000,4.6900,5.0000,6.0000,-7.1126,28696.3850,0.256808,0.588135,0.026243,0.339355
36760,11.1844,79.89,0.001087,0.048217,4.5600,0.000000,0.563333,0.140000,4.5600,5.0000,6.0000,-7.3121,21177.9067,0.145203,0.558105,0.008377,0.346191
36780,11.1909,79.93,0.001084,0.048129,4.7933,0.000000,0.700000,0.210000,4.7933,5.0000,6.0000,-6.6730,24419.8819,0.167171,0.575684,0.007076,0.343506
36800,11.1973,79.98,0.001081,0.048042,4.8333,0.000000,0.716667,0.233333,4.8333,5.0000,6.0000,-6.6041,27846.8477,0.159691,0.546143,0.011142,0.331787
